Generation;Average Moves To Win;Average Moves To Lose
23;17;27
23;16;14
23;12;23
23;12;19
23;16;25
23;19;25
23;16;31
23;19;17
23;19;12
23;23;27
23;16;22
23;18;12
23;15;25
23;14;19
23;18;23
23;15;17
23;16;17
23;13;22
23;19;22
23;12;23
23;13;32
23;16;22
23;10;18
23;16;18
23;24;30
23;17;29
23;19;11
23;15;34
23;15;19
23;18;0
23;20;18
23;16;16
23;16;19
23;11;21
23;18;17
23;16;23
23;22;16
23;16;20
23;15;30
23;17;23
23;23;23
23;15;19
23;20;18
23;13;31
23;16;18
23;16;19
23;14;24
23;15;17
23;21;19
23;18;24
23;18;24
23;12;25
23;18;16
23;18;0
23;12;25
23;18;27
23;19;22
23;23;28
23;19;21
23;14;22
23;17;20
23;20;23
23;21;25
23;15;24
23;17;13
23;13;20
23;19;18
23;18;19
23;16;24
23;15;27
23;18;19
23;18;23
23;17;39
23;17;41
23;20;35
24;13;26
24;15;19
24;16;33
24;19;22
24;18;22
24;15;18
24;13;15
24;20;23
24;16;25
24;19;19
24;15;20
24;19;17
24;15;25
24;20;14
24;17;32
24;12;22
24;16;21
24;16;30
24;14;21
24;13;25
24;16;42
24;16;20
24;17;19
24;20;22
24;16;18
24;16;21
24;18;34
24;13;21
24;12;18
24;16;19
24;20;15
24;19;14
24;17;12
24;13;23
24;16;20
24;18;23
24;19;0
24;18;27
24;17;27
24;14;24
24;18;20
24;17;0
24;8;21
24;15;21
24;15;28
24;14;20
24;19;25
24;14;21
24;16;15
24;16;21
24;12;13
24;17;17
24;15;26
24;17;17
24;15;24
24;19;21
24;16;21
24;17;28
24;19;23
24;16;25
24;18;28
24;17;18
24;15;25
24;17;19
24;17;22
24;15;13
24;21;15
24;18;24
24;17;25
24;19;13
24;17;20
24;17;22
24;24;29
24;10;24
24;19;23
24;19;11
24;16;20
24;17;42
24;15;17
24;15;14
24;17;37
24;19;16
24;15;21
24;19;28
24;17;15
24;19;29
24;25;23
24;14;20
24;20;19
24;12;31
24;18;20
24;18;28
24;17;18
24;15;31
24;15;20
24;16;19
24;19;35
24;17;22
24;16;19
24;15;11
25;21;23
25;19;21
25;15;30
25;18;16
25;16;20
25;18;42
25;14;23
25;15;26
25;18;25
25;17;15
25;15;19
25;18;0
25;15;20
25;15;19
25;17;12
25;18;32
25;17;26
25;18;24
25;19;17
25;10;23
25;18;42
25;19;19
25;19;15
25;16;11
25;16;19
25;22;19
25;15;18
25;19;21
25;18;19
25;17;20
25;18;18
25;17;31
25;18;17
25;19;18
25;14;22
25;13;29
25;13;19
25;14;18
25;13;23
25;19;29
25;12;17
25;15;17
25;12;18
25;13;29
25;16;22
25;19;20
25;12;26
25;22;23
25;19;17
25;24;25
25;19;21
25;14;24
25;11;12
25;14;24
25;10;18
25;21;25
25;16;42
25;19;16
25;19;23
25;16;13
25;10;19
25;24;30
25;19;26
25;11;19
25;21;19
25;17;31
25;18;22
25;21;25
25;21;31
25;15;20
25;19;15
25;15;42
25;13;26
25;17;32
25;19;20
25;15;20
25;17;21
25;15;42
25;18;17
25;14;19
25;14;38
25;18;21
25;19;20
25;20;22
25;14;15
25;24;25
25;20;22
25;16;22
25;16;21
25;17;21
25;18;18
25;20;25
25;17;42
25;20;16
25;16;24
25;16;0
25;13;24
25;16;21
25;14;27
25;13;11
26;18;40
26;17;21
26;13;18
26;17;27
26;17;29
26;12;30
26;14;26
26;24;31
26;22;38
26;21;14
26;19;36
26;18;21
26;16;23
26;15;17
26;15;33
26;18;26
26;20;19
26;19;31
26;12;0
26;19;19
26;17;23
26;16;23
26;18;12
26;13;28
26;19;15
26;19;19
26;16;16
26;16;14
26;12;17
26;13;27
26;15;26
26;16;29
26;17;17
26;19;7
26;19;28
26;18;14
26;17;21
26;19;24
26;16;41
26;15;17
26;14;33
26;20;20
26;13;0
26;16;16
26;23;28
26;19;15
26;17;26
26;20;22
26;17;20
26;20;34
26;17;28
26;19;19
26;16;13
26;16;32
26;19;24
26;21;38
26;15;18
26;23;16
26;13;26
26;18;22
26;17;25
26;12;19
26;14;38
26;10;17
26;19;21
26;15;26
26;19;28
26;19;0
26;18;26
26;18;19
26;17;21
26;17;28
26;13;27
26;15;22
26;18;21
26;23;26
26;16;15
26;18;27
26;12;22
26;14;22
26;19;0
26;14;14
26;15;25
26;24;24
26;20;27
26;18;0
26;20;23
26;13;36
26;15;24
26;13;19
26;19;20
26;15;15
26;12;23
26;15;16
26;21;42
26;17;24
26;19;15
26;19;0
26;17;36
26;16;14
27;17;20
27;16;19
27;13;13
27;17;32
27;15;40
27;20;42
27;14;26
27;13;27
27;15;20
27;18;0
27;17;27
27;19;30
27;16;25
27;15;25
27;13;22
27;22;26
27;15;32
27;17;24
27;17;29
27;19;32
27;15;23
27;20;27
27;21;29
27;14;24
27;15;8
27;21;26
27;12;24
27;16;21
27;19;21
27;18;0
27;15;17
27;18;31
27;13;26
27;12;42
27;18;17
27;20;19
27;14;42
27;18;21
27;18;12
27;20;19
27;14;19
27;14;17
27;16;24
27;17;20
27;16;23
27;17;13
27;17;24
27;23;22
27;19;18
27;24;15
27;15;20
27;20;21
27;18;18
27;18;21
27;13;29
27;17;27
27;17;20
27;15;25
27;18;21
27;17;17
27;20;17
27;13;27
27;22;16
27;20;27
27;19;24
27;13;25
27;16;19
27;19;20
27;13;21
27;22;21
27;18;25
27;16;22
27;11;33
27;12;12
27;14;31
27;20;20
27;17;18
27;15;20
27;14;22
27;16;31
27;13;18
27;18;42
27;13;24
27;21;24
27;15;38
27;21;31
27;16;0
27;21;37
27;15;21
27;15;22
27;18;14
27;16;15
27;18;16
27;18;19
27;18;34
27;20;19
27;22;24
27;16;31
27;14;22
27;18;23
28;17;19
28;21;0
28;15;27
28;16;20
28;13;19
28;17;28
28;16;30
28;20;19
28;18;34
28;16;21
28;17;24
28;20;19
28;15;25
28;18;23
28;23;16
28;18;19
28;14;0
28;20;36
28;16;11
28;16;23
28;21;28
28;12;22
28;20;20
28;20;11
28;18;25
28;17;18
28;17;29
28;16;22
28;15;17
28;16;10
28;20;19
28;19;32
28;17;20
28;17;19
28;20;0
28;15;22
28;15;17
28;15;18
28;16;27
28;16;21
28;16;27
28;17;24
28;18;20
28;21;16
28;27;16
28;16;18
28;21;32
28;12;18
28;18;20
28;14;25
28;14;21
28;18;25
28;18;33
28;16;16
28;16;32
28;16;23
28;17;42
28;13;17
28;21;21
28;21;31
28;21;13
28;19;28
28;13;34
28;19;28
28;15;42
28;18;18
28;19;29
28;15;22
28;16;20
28;15;16
28;14;13
28;25;0
28;18;26
28;20;32
28;19;14
28;20;24
28;19;27
28;16;18
28;17;17
28;16;34
28;18;22
28;20;23
28;18;17
28;14;26
28;16;34
28;20;37
28;15;22
28;21;0
28;21;28
28;13;23
28;17;23
28;18;18
28;18;15
28;17;19
28;17;22
28;18;28
28;13;33
28;22;38
28;21;30
28;17;25
29;20;34
29;17;18
29;12;22
29;16;13
29;20;35
29;13;27
29;19;30
29;20;27
29;15;23
29;21;33
29;16;29
29;15;23
29;11;19
29;18;19
29;15;20
29;16;18
29;18;20
29;20;42
29;20;18
29;22;21
29;17;26
29;22;15
29;20;28
29;17;12
29;18;33
29;17;19
29;25;23
29;16;34
29;21;28
29;21;27
29;18;28
29;25;29
29;19;21
29;20;24
29;16;32
29;13;21
29;21;25
29;14;12
29;13;17
29;18;30
29;14;17
29;19;17
29;17;23
29;22;18
29;23;32
29;19;21
29;18;0
29;17;29
29;17;15
29;15;24
29;20;22
29;13;26
29;20;42
29;19;15
29;20;27
29;20;23
29;24;22
29;18;42
29;24;25
29;13;32
29;17;28
29;17;24
29;18;0
29;19;28
29;17;13
29;15;0
29;20;33
29;20;30
29;15;25
29;22;17
29;22;21
29;14;27
29;21;25
29;17;32
29;13;32
29;14;21
29;17;13
29;18;34
29;14;12
29;20;0
29;20;16
29;20;19
29;20;24
29;17;24
29;16;21
29;17;26
29;25;22
29;14;21
29;15;24
29;13;24
29;24;13
29;16;14
29;15;28
29;18;20
29;16;13
29;20;29
29;20;9
29;17;26
29;20;0
29;15;25
30;16;25
30;20;35
30;14;26
30;17;10
30;20;30
30;15;25
30;22;28
30;15;14
30;19;32
30;20;36
30;20;27
30;18;31
30;19;20
30;20;22
30;16;18
30;18;21
30;16;22
30;19;32
30;20;10
30;16;35
30;19;31
30;18;14
30;14;22
30;16;31
30;16;26
30;19;29
30;17;25
30;28;19
30;18;22
30;15;16
30;21;18
30;16;15
30;17;20
30;14;14
30;18;28
30;18;17
30;19;18
30;19;31
30;17;20
30;14;15
30;22;23
30;22;28
30;18;22
30;18;32
30;13;28
30;18;25
30;17;19
30;21;18
30;17;17
30;22;42
30;17;20
30;26;33
30;21;26
30;18;17
30;20;35
30;17;20
30;23;15
30;17;25
30;15;25
30;18;0
30;24;24
30;22;21
30;19;11
30;17;25
30;22;27
30;16;17
30;22;9
30;19;16
30;17;18
30;20;14
30;11;29
30;20;31
30;19;22
30;21;42
30;19;15
30;17;21
30;17;13
30;18;36
30;18;18
30;19;23
30;22;19
30;18;38
30;21;34
30;22;27
30;15;16
30;19;31
30;22;30
30;18;30
30;18;25
30;16;27
30;17;19
30;22;22
30;19;28
30;16;31
30;21;7
30;18;23
30;25;15
30;16;15
30;20;28
30;18;18
31;15;10
31;17;27
31;21;23
31;18;42
31;18;25
31;16;0
31;13;18
31;18;25
31;16;24
31;13;19
31;21;26
31;14;30
31;22;30
31;9;19
31;12;29
31;19;22
31;20;19
31;18;25
31;17;24
31;13;30
31;19;23
31;26;26
31;18;26
31;19;30
31;19;18
31;20;32
31;14;37
31;21;28
31;14;28
31;18;28
31;19;23
31;15;25
31;20;21
31;21;24
31;23;0
31;12;24
31;15;24
31;14;12
31;18;0
31;24;23
31;17;38
31;15;34
31;21;26
31;16;9
31;17;19
31;20;26
31;21;21
31;22;28
31;15;0
31;18;27
31;25;22
31;22;31
31;16;16
31;21;22
31;24;27
31;18;17
31;19;30
31;14;13
31;20;33
31;14;30
31;19;31
31;23;14
31;20;18
31;18;16
31;17;18
31;21;0
31;19;25
31;22;29
31;20;25
31;15;29
31;17;27
31;17;31
31;17;22
31;18;32
31;20;24
31;17;22
31;20;26
31;26;20
31;20;18
31;20;14
31;13;28
31;17;28
31;22;39
31;15;17
31;21;22
31;21;38
31;21;23
31;18;23
31;20;9
31;19;23
31;19;7
31;14;8
31;23;19
31;20;18
31;21;0
31;10;25
31;18;31
31;22;42
31;15;25
31;18;20
32;21;28
32;14;29
32;20;40
32;15;18
32;19;40
32;20;27
32;21;23
32;20;31
32;19;30
32;19;22
32;17;25
32;14;22
32;15;16
32;18;16
32;16;0
32;17;35
32;18;21
32;16;25
32;19;27
32;15;19
32;16;42
32;16;28
32;22;25
32;16;17
32;19;15
32;18;26
32;17;23
32;16;25
32;19;30
32;23;30
32;20;22
32;13;26
32;18;24
32;19;25
32;17;33
32;23;13
32;16;27
32;22;32
32;16;27
32;19;37
32;15;0
32;17;13
32;18;31
32;16;27
32;17;17
32;17;25
32;22;23
32;16;14
32;21;27
32;19;0
32;17;0
32;18;24
32;18;13
32;15;0
32;20;30
32;23;29
32;16;32
32;17;28
32;27;27
32;20;27
32;19;42
32;17;18
32;16;25
32;20;27
32;18;20
32;18;14
32;21;17
32;18;20
32;22;13
32;18;22
32;17;22
32;15;10
32;12;22
32;20;22
32;23;13
32;14;19
32;17;27
32;18;26
32;12;23
32;21;21
32;24;27
32;17;21
32;27;25
32;19;31
32;21;27
32;21;28
32;16;23
32;19;18
32;23;20
32;22;22
32;16;19
32;14;19
32;15;19
32;17;23
32;18;26
32;15;26
32;18;23
32;21;30
32;19;19
32;15;0
33;18;16
33;17;9
33;18;27
33;21;0
33;19;16
33;20;15
33;14;23
33;19;17
33;23;17
33;20;11
33;18;42
33;17;31
33;15;26
33;15;12
33;17;17
33;19;30
33;18;19
33;19;17
33;19;26
33;21;29
33;17;18
33;17;19
33;22;28
33;14;23
33;18;36
33;21;22
33;22;20
33;18;23
33;17;23
33;17;30
33;18;17
33;21;38
33;23;24
33;19;19
33;19;21
33;23;18
33;12;15
33;16;31
33;19;26
33;15;28
33;13;20
33;20;22
33;18;21
33;22;37
33;17;24
33;18;29
33;17;20
33;24;16
33;15;23
33;20;28
33;12;0
33;16;39
33;16;17
33;20;20
33;19;26
33;15;24
33;19;21
33;12;17
33;16;14
33;17;28
33;21;9
33;20;9
33;19;30
33;18;28
33;17;15
33;16;36
33;18;24
33;19;19
33;17;26
33;15;33
33;20;18
33;19;19
33;14;16
33;12;28
33;17;17
33;17;24
33;16;15
33;13;10
33;16;30
33;24;27
33;23;20
33;18;0
33;21;24
33;17;15
33;20;19
33;20;25
33;21;25
33;16;26
33;26;28
33;17;20
33;11;21
33;14;31
33;22;20
33;12;21
33;19;23
33;14;18
33;18;42
33;15;16
33;18;19
33;22;24
34;13;28
34;18;11
34;19;23
34;11;33
34;14;20
34;19;42
34;18;29
34;21;21
34;21;22
34;21;25
34;18;11
34;20;21
34;12;25
34;18;22
34;16;0
34;18;31
34;18;18
34;15;24
34;14;22
34;23;20
34;23;22
34;23;15
34;16;14
34;16;27
34;18;13
34;18;20
34;21;34
34;13;21
34;18;25
34;20;29
34;21;24
34;22;42
34;13;27
34;18;31
34;16;16
34;17;42
34;14;16
34;17;26
34;20;15
34;21;18
34;18;17
34;24;17
34;15;42
34;10;22
34;20;23
34;12;26
34;15;24
34;16;18
34;15;23
34;22;25
34;20;17
34;10;15
34;20;15
34;18;26
34;15;23
34;16;14
34;17;11
34;17;21
34;14;22
34;18;20
34;16;21
34;21;19
34;17;31
34;15;9
34;18;31
34;19;21
34;19;30
34;13;21
34;22;16
34;16;0
34;11;27
34;17;36
34;17;23
34;20;25
34;22;23
34;16;22
34;16;35
34;20;13
34;16;33
34;17;15
34;15;19
34;19;24
34;16;23
34;18;24
34;18;29
34;19;27
34;15;0
34;22;42
34;17;28
34;14;26
34;17;29
34;18;22
34;18;17
34;22;23
34;18;0
34;19;18
34;18;14
34;13;24
34;16;16
34;16;17
35;22;21
35;18;28
35;17;35
35;18;25
35;16;19
35;20;13
35;16;0
35;18;16
35;15;27
35;22;31
35;16;24
35;17;11
35;17;20
35;16;15
35;15;15
35;20;23
35;19;23
35;16;18
35;20;24
35;15;31
35;13;30
35;18;17
35;19;21
35;18;26
35;16;25
35;20;25
35;19;20
35;15;30
35;18;14
35;20;11
35;15;20
35;24;23
35;13;29
35;17;21
35;17;14
35;15;19
35;22;42
35;20;17
35;19;24
35;18;7
35;25;14
35;23;22
35;15;23
35;19;23
35;16;25
35;15;22
35;27;29
35;16;31
35;22;17
35;20;16
35;14;28
35;18;16
35;30;21
35;26;32
35;23;23
35;18;0
35;20;21
35;18;0
35;19;0
35;17;25
35;15;23
35;10;15
35;21;0
35;21;21
35;18;23
35;16;29
35;21;16
35;15;23
35;16;19
35;24;16
35;18;20
35;12;20
35;21;10
35;21;37
35;20;23
35;16;24
35;20;23
35;22;34
35;17;21
35;16;17
35;16;18
35;16;20
35;17;21
35;20;42
35;22;0
35;14;0
35;15;27
35;17;0
35;16;13
35;15;13
35;15;32
35;24;22
35;16;36
35;22;22
35;17;19
35;19;0
35;19;23
35;16;17
35;14;42
35;22;31
36;16;32
36;20;21
36;22;28
36;13;34
36;18;42
36;23;22
36;17;13
36;14;15
36;16;36
36;17;33
36;15;21
36;17;22
36;20;25
36;13;22
36;18;33
36;20;17
36;21;16
36;14;9
36;23;31
36;14;12
36;17;23
36;13;31
36;21;15
36;17;30
36;20;18
36;14;24
36;16;16
36;16;20
36;15;28
36;17;17
36;16;32
36;21;12
36;17;32
36;26;0
36;14;20
36;14;20
36;18;26
36;18;18
36;16;0
36;19;35
36;10;29
36;20;24
36;15;15
36;14;29
36;18;28
36;16;15
36;14;13
36;18;28
36;19;13
36;10;21
36;21;16
36;17;24
36;15;26
36;15;8
36;21;10
36;17;26
36;17;18
36;12;25
36;18;0
36;19;16
36;17;22
36;21;21
36;18;11
36;17;29
36;19;27
36;21;0
36;18;19
36;15;42
36;16;23
36;17;18
36;13;19
36;19;22
36;15;42
36;21;20
36;17;16
36;13;41
36;24;11
36;19;39
36;20;0
36;18;18
36;20;18
36;12;26
36;18;31
36;16;20
36;22;39
36;19;21
36;15;38
36;19;16
36;19;29
36;18;17
36;19;22
36;15;26
36;20;34
36;17;19
36;18;26
36;16;30
36;17;0
36;18;15
36;20;0
36;17;19
37;19;29
37;16;0
37;17;18
37;10;20
37;14;13
37;14;33
37;19;22
37;16;13
37;20;29
37;17;24
37;20;25
37;14;23
37;18;13
37;14;19
37;21;27
37;21;0
37;17;32
37;16;22
37;16;30
37;19;21
37;19;0
37;18;0
37;15;42
37;18;22
37;14;19
37;14;32
37;17;17
37;18;25
37;16;0
37;18;30
37;17;25
37;19;27
37;16;14
37;15;17
37;18;21
37;15;22
37;18;37
37;15;25
37;18;42
37;15;25
37;20;28
37;20;24
37;14;21
37;20;27
37;18;0
37;19;22
37;20;0
37;18;25
37;19;22
37;16;19
37;14;20
37;16;28
37;18;17
37;19;22
37;15;34
37;16;18
37;15;42
37;21;0
37;16;42
37;18;41
37;14;19
37;14;20
37;14;39
37;17;23
37;16;29
37;19;0
37;18;24
37;19;32
37;19;15
37;15;18
37;22;24
37;20;29
37;19;20
37;13;28
37;15;26
37;16;22
37;21;18
37;15;0
37;16;21
37;16;0
37;18;26
37;15;25
37;17;22
37;21;16
37;14;17
37;15;28
37;16;0
37;24;0
37;20;19
37;17;24
37;16;24
37;15;15
37;17;27
37;17;26
37;22;0
37;21;36
37;19;23
37;15;30
37;17;0
37;21;21
38;16;24
38;20;29
38;14;19
38;16;0
38;17;17
38;15;17
38;15;28
38;18;25
38;14;25
38;14;26
38;14;41
38;19;19
38;16;25
38;13;19
38;17;30
38;16;0
38;19;17
38;13;22
38;16;28
38;16;19
38;21;12
38;13;25
38;17;17
38;16;23
38;18;0
38;17;32
38;17;23
38;20;14
38;14;25
38;12;35
38;15;28
38;13;21
38;19;24
38;18;40
38;18;17
38;24;27
38;13;0
38;14;18
38;16;14
38;17;7
38;21;20
38;16;21
38;16;0
38;13;25
38;17;13
38;19;13
38;20;33
38;14;18
38;20;25
38;19;17
38;13;31
38;18;29
38;24;11
38;20;13
38;21;17
38;17;26
38;18;30
38;22;24
38;14;21
38;22;25
38;17;22
38;11;18
38;8;21
38;15;0
38;18;14
38;15;37
38;18;26
38;15;28
38;18;36
38;22;28
38;13;28
38;18;21
38;18;17
38;16;41
38;16;29
38;15;24
38;14;7
38;16;33
38;21;19
38;16;26
38;20;0
38;19;22
38;17;25
38;20;18
38;15;34
38;17;20
38;16;0
38;16;25
38;17;25
38;19;14
38;19;26
38;20;26
38;17;20
38;22;0
38;16;23
38;18;21
38;15;31
38;14;27
38;20;39
38;13;35
39;12;14
39;16;7
39;22;36
39;15;37
39;17;24
39;20;22
39;20;17
39;17;11
39;17;18
39;17;22
39;15;28
39;21;31
39;16;15
39;17;0
39;17;14
39;20;13
39;12;0
39;12;13
39;20;34
39;20;0
39;14;18
39;14;20
39;28;0
39;14;26
39;23;0
39;16;24
39;18;17
39;24;30
39;15;0
39;18;0
39;15;26
39;17;22
39;13;19
39;15;26
39;18;15
39;14;36
39;14;29
39;16;27
39;17;7
39;17;0
39;12;20
39;20;20
39;15;16
39;13;22
39;15;22
39;15;27
39;20;0
39;22;13
39;19;33
39;16;25
39;15;42
39;16;23
39;15;25
39;18;31
39;20;0
39;16;32
39;22;18
39;17;23
39;14;14
39;15;0
39;14;24
39;18;26
39;18;21
39;14;28
39;15;35
39;15;35
39;18;17
39;17;23
39;19;25
39;18;28
39;16;19
39;19;16
39;12;22
39;20;11
39;17;36
39;16;24
39;17;22
39;15;34
39;29;25
39;18;17
39;15;22
39;23;28
39;15;27
39;15;24
39;17;24
39;16;42
39;18;25
39;18;27
39;14;20
39;16;12
39;17;23
39;18;19
39;23;37
39;17;21
39;16;0
39;15;19
39;13;34
39;15;30
39;20;16
39;17;30
40;16;19
40;17;35
40;15;21
40;13;28
40;17;13
40;21;0
40;19;20
40;24;0
40;16;26
40;20;21
40;21;32
40;19;21
40;17;26
40;12;21
40;19;33
40;18;0
40;12;19
40;22;0
40;14;22
40;16;19
40;17;19
40;18;31
40;14;15
40;19;20
40;21;30
40;18;42
40;17;40
40;16;18
40;14;17
40;15;23
40;15;14
40;14;27
40;20;14
40;21;24
40;13;20
40;18;14
40;17;19
40;19;37
40;17;29
40;20;0
40;14;17
40;19;0
40;17;24
40;18;42
40;12;17
40;17;23
40;16;34
40;19;37
40;17;22
40;15;23
40;21;19
40;20;26
40;17;23
40;22;15
40;18;34
40;18;39
40;16;25
40;14;26
40;19;17
40;16;42
40;16;29
40;23;0
40;15;20
40;20;18
40;17;32
40;9;23
40;19;24
40;14;34
40;20;20
40;19;0
40;14;17
40;13;18
40;16;18
40;18;29
40;20;33
40;18;19
40;20;24
40;14;0
40;16;27
40;16;0
40;18;31
40;21;26
40;22;19
40;16;19
40;21;20
40;17;14
40;18;20
40;20;16
40;18;42
40;13;28
40;18;23
40;16;42
40;22;25
40;16;23
40;16;24
40;20;28
40;18;26
40;15;17
40;16;16
40;18;38
41;18;11
41;18;25
41;18;0
41;17;0
41;17;24
41;15;25
41;18;24
41;20;20
41;19;23
41;22;0
41;13;22
41;15;23
41;14;19
41;19;11
41;15;42
41;22;16
41;15;27
41;19;26
41;14;28
41;18;27
41;15;0
41;19;19
41;19;32
41;16;33
41;13;42
41;22;20
41;18;31
41;16;19
41;14;16
41;23;42
41;17;38
41;18;42
41;21;27
41;21;29
41;16;20
41;16;29
41;18;19
41;19;22
41;15;26
41;23;37
41;14;15
41;18;20
41;18;22
41;19;17
41;16;0
41;19;0
41;17;19
41;21;20
41;17;21
41;22;26
41;18;29
41;16;7
41;13;21
41;14;21
41;20;19
41;17;29
41;14;20
41;15;31
41;19;22
41;20;42
41;17;32
41;16;30
41;20;0
41;22;24
41;18;23
41;12;18
41;19;0
41;19;35
41;19;24
41;18;15
41;17;20
41;16;42
41;18;19
41;13;17
41;12;22
41;19;19
41;22;26
41;18;0
41;17;25
41;17;11
41;18;25
41;15;24
41;23;17
41;18;34
41;19;42
41;17;16
41;13;22
41;20;21
41;16;22
41;17;38
41;18;27
41;22;22
41;23;40
41;13;13
41;21;22
41;18;21
41;21;33
41;20;35
41;20;0
41;16;34
42;16;14
42;13;19
42;22;23
42;15;0
42;16;19
42;23;13
42;14;17
42;17;41
42;17;33
42;18;25
42;12;30
42;17;16
42;22;0
42;17;36
42;19;37
42;20;21
42;21;28
42;16;26
42;13;18
42;19;23
42;15;21
42;21;18
42;17;0
42;19;20
42;28;0
42;21;27
42;12;25
42;12;28
42;19;13
42;18;14
42;18;39
42;14;22
42;18;26
42;17;42
42;21;30
42;16;20
42;18;29
42;20;20
42;16;17
42;14;25
42;14;0
42;14;30
42;12;24
42;20;42
42;19;25
42;19;24
42;17;13
42;15;24
42;15;19
42;17;21
42;16;0
42;20;26
42;17;16
42;19;0
42;24;20
42;15;24
42;11;23
42;15;10
42;16;18
42;18;16
42;15;13
42;22;16
42;15;42
42;20;28
42;16;25
42;18;25
42;19;17
42;17;31
42;13;21
42;26;19
42;16;19
42;13;32
42;20;27
42;19;23
42;15;0
42;19;29
42;14;18
42;14;18
42;15;12
42;22;23
42;18;20
42;17;32
42;16;20
42;14;18
42;22;14
42;15;32
42;17;11
42;18;26
42;25;0
42;16;15
42;15;23
42;13;22
42;16;19
42;19;34
42;24;28
42;16;15
42;21;26
42;18;28
42;17;30
42;21;31
43;18;0
43;15;24
43;18;33
43;16;27
43;17;15
43;13;20
43;18;30
43;21;18
43;16;42
43;16;23
43;15;14
43;20;0
43;19;29
43;15;23
43;17;23
43;14;0
43;18;24
43;20;14
43;16;26
43;16;0
43;18;42
43;22;0
43;19;23
43;17;25
43;13;27
43;17;33
43;17;17
43;15;19
43;21;25
43;22;26
43;18;19
43;15;33
43;22;0
43;17;19
43;13;29
43;12;18
43;17;24
43;18;22
43;18;28
43;20;23
43;13;24
43;16;23
43;15;11
43;20;32
43;17;27
43;17;42
43;13;42
43;12;21
43;17;0
43;17;27
43;20;0
43;19;25
43;19;33
43;18;25
43;19;30
43;18;27
43;14;42
43;17;33
43;12;32
43;19;0
43;16;25
43;17;24
43;10;26
43;16;28
43;21;0
43;16;26
43;19;27
43;22;0
43;16;14
43;16;25
43;11;27
43;16;23
43;13;19
43;15;32
43;23;16
43;21;34
43;15;27
43;14;7
43;18;22
43;21;13
43;15;35
43;19;25
43;22;25
43;18;31
43;19;21
43;17;25
43;21;18
43;12;28
43;19;23
43;17;26
43;19;27
43;19;0
43;17;26
43;16;16
43;21;13
43;14;29
43;21;35
43;21;18
43;15;18
43;17;23
44;17;28
44;20;23
44;16;31
44;13;26
44;17;31
44;17;24
44;15;31
44;20;30
44;18;23
44;21;24
44;18;22
44;14;32
44;18;42
44;20;33
44;16;23
44;19;0
44;23;0
44;17;32
44;17;33
44;18;15
44;14;20
44;16;35
44;16;17
44;16;18
44;18;25
44;16;19
44;14;20
44;19;26
44;18;20
44;19;24
44;13;18
44;15;21
44;17;28
44;15;21
44;16;20
44;20;20
44;16;26
44;15;11
44;17;13
44;18;0
44;21;17
44;11;18
44;15;21
44;15;29
44;15;27
44;12;42
44;17;27
44;15;28
44;13;17
44;17;24
44;15;23
44;22;12
44;18;20
44;16;27
44;15;19
44;19;0
44;13;42
44;20;22
44;16;18
44;17;0
44;20;41
44;13;25
44;14;17
44;16;23
44;14;15
44;16;41
44;20;0
44;22;34
44;22;33
44;15;23
44;15;28
44;19;33
44;18;12
44;20;42
44;18;29
44;18;14
44;16;42
44;18;42
44;15;42
44;19;14
44;17;17
44;14;26
44;18;18
44;17;0
44;14;21
44;16;31
44;17;14
44;20;20
44;14;0
44;17;0
44;17;27
44;18;13
44;15;13
44;17;0
44;20;22
44;16;21
44;14;27
44;19;22
44;22;32
44;19;33
45;21;21
45;20;0
45;16;0
45;19;12
45;17;23
45;15;22
45;17;0
45;14;16
45;20;23
45;19;21
45;18;23
45;17;22
45;16;29
45;19;14
45;21;26
45;23;20
45;15;32
45;20;24
45;16;32
45;16;21
45;22;0
45;15;28
45;15;28
45;19;17
45;15;26
45;21;42
45;19;26
45;16;32
45;16;0
45;15;24
45;19;0
45;15;0
45;19;40
45;13;24
45;17;34
45;15;27
45;16;38
45;16;21
45;19;26
45;22;23
45;20;29
45;19;42
45;19;0
45;22;29
45;19;17
45;19;27
45;22;30
45;20;0
45;13;23
45;16;24
45;17;29
45;19;15
45;16;42
45;15;42
45;18;29
45;16;17
45;18;0
45;15;0
45;17;26
45;16;11
45;20;19
45;17;29
45;16;11
45;13;27
45;17;42
45;22;24
45;17;19
45;21;42
45;22;24
45;20;31
45;18;17
45;15;30
45;18;26
45;17;42
45;17;23
45;15;28
45;16;21
45;17;20
45;14;38
45;18;25
45;17;25
45;19;19
45;19;29
45;20;28
45;21;32
45;15;27
45;18;24
45;18;22
45;19;17
45;21;29
45;17;18
45;16;31
45;19;31
45;20;30
45;19;27
45;16;26
45;17;32
45;24;22
45;16;0
45;18;22
46;16;42
46;16;42
46;14;40
46;16;0
46;16;17
46;17;32
46;18;39
46;12;20
46;19;17
46;15;35
46;15;20
46;18;0
46;21;16
46;18;25
46;18;20
46;20;0
46;20;30
46;17;32
46;20;42
46;18;14
46;19;19
46;20;26
46;23;17
46;11;7
46;16;19
46;14;21
46;18;15
46;18;19
46;19;0
46;18;27
46;15;0
46;19;15
46;20;40
46;12;35
46;17;33
46;17;29
46;13;25
46;18;11
46;15;27
46;22;34
46;16;12
46;19;33
46;17;23
46;18;42
46;17;19
46;14;25
46;14;12
46;19;24
46;16;21
46;16;24
46;29;16
46;19;20
46;15;37
46;15;42
