Generation;Average Moves To Win;Average Moves To Lose
93;22;19
93;16;21
93;15;21
93;17;25
93;23;23
93;16;0
93;13;26
93;17;0
93;13;23
93;20;18
93;14;0
93;22;42
93;20;22
93;18;39
93;17;25
93;19;34
93;21;29
93;20;34
93;17;32
93;12;18
93;19;0
93;15;38
93;17;42
93;20;42
93;19;0
93;14;15
93;17;13
93;13;21
93;19;18
93;23;26
93;17;23
93;21;30
93;20;25
93;21;32
93;22;11
93;16;24
93;17;19
93;20;26
93;18;36
93;20;21
93;15;25
93;23;0
93;19;0
93;18;0
93;16;27
93;20;0
93;16;23
93;15;23
93;21;18
93;16;22
93;19;9
93;20;15
93;17;0
93;14;31
93;13;19
93;17;18
93;14;42
93;22;26
93;18;23
93;18;21
93;17;35
93;19;42
93;23;16
93;21;28
93;18;0
93;17;42
93;19;20
93;14;41
93;21;0
93;17;15
93;20;20
93;20;23
93;16;18
93;22;38
93;12;31
93;16;22
93;15;24
93;15;29
93;19;33
93;16;34
93;20;34
93;16;22
93;12;22
93;16;42
93;25;16
93;16;0
93;15;35
93;18;21
94;15;36
94;11;24
94;18;0
94;19;16
94;18;12
94;17;42
94;20;34
94;18;23
94;17;18
94;18;34
94;14;27
94;23;21
94;14;11
94;18;28
94;16;27
94;15;21
94;13;24
94;17;13
94;21;28
94;15;28
94;21;26
94;12;27
94;19;0
94;14;28
94;17;28
94;20;32
94;19;27
94;16;20
94;17;25
94;12;34
94;17;33
94;17;42
94;20;24
94;16;0
94;15;29
94;18;34
94;15;32
94;16;17
94;25;22
94;15;20
94;16;27
94;20;22
94;19;0
94;18;0
94;22;39
94;12;29
94;22;36
94;15;22
94;14;26
94;13;27
94;21;26
94;13;9
94;18;30
94;21;17
94;18;29
94;18;20
94;23;16
94;20;0
94;18;19
94;18;0
94;19;26
94;16;14
94;17;22
94;20;18
94;17;0
94;14;15
94;21;35
94;12;30
94;17;22
94;16;0
94;17;26
94;18;33
94;23;27
94;17;14
94;18;14
94;15;19
94;21;34
94;18;19
94;19;31
94;18;25
94;15;14
94;19;23
94;19;0
94;15;13
94;19;27
94;18;17
94;19;16
94;19;21
94;18;13
94;15;37
94;18;31
94;15;39
94;17;25
94;16;0
94;15;21
94;17;41
94;12;25
94;21;16
94;20;30
94;16;34
95;17;0
95;17;37
95;22;42
95;13;0
95;17;7
95;16;25
95;14;22
95;18;27
95;20;0
95;19;28
95;18;19
95;14;15
95;18;32
95;14;18
95;16;15
95;20;0
95;17;0
95;16;21
95;16;0
95;21;0
95;16;42
95;20;10
95;23;18
95;24;30
95;22;19
95;20;28
95;21;20
95;17;28
95;16;33
95;18;34
95;16;16
95;16;25
95;15;32
95;15;42
95;16;22
95;16;29
95;18;26
95;17;0
95;18;0
95;15;0
95;15;0
95;14;21
95;19;31
95;21;0
95;16;23
95;19;0
95;17;14
95;15;24
95;12;0
95;17;30
95;17;33
95;14;20
95;15;16
95;21;39
95;18;26
95;17;20
95;19;0
95;15;23
95;18;42
95;18;37
95;15;24
95;12;31
95;23;32
95;19;27
95;20;19
95;17;42
95;20;42
95;19;27
95;14;25
95;14;35
95;17;0
95;20;34
95;15;18
95;16;0
95;16;29
95;15;25
95;21;18
95;17;17
95;16;31
95;15;25
95;19;18
95;19;19
95;15;31
95;14;27
95;13;31
95;14;19
95;16;42
95;15;15
95;15;35
95;17;34
95;19;33
95;21;42
95;16;19
95;15;13
95;18;21
95;24;0
95;16;23
95;18;25
95;15;30
95;21;18
96;16;27
96;17;27
96;22;36
96;18;28
96;22;17
96;20;32
96;13;0
96;18;15
96;17;34
96;15;37
96;18;24
96;20;22
96;18;34
96;18;22
96;14;41
96;17;29
96;18;22
96;20;23
96;22;26
96;20;18
96;18;42
96;19;0
96;17;23
96;13;24
96;19;25
96;21;0
96;18;0
96;16;24
96;13;28
96;21;25
96;21;20
96;23;0
96;15;23
96;18;24
96;16;42
96;16;7
96;19;0
96;16;35
96;15;25
96;17;32
96;14;27
96;23;32
96;20;19
96;18;27
96;16;23
96;18;18
96;18;38
96;24;39
96;17;42
96;15;32
96;19;24
96;14;30
96;11;25
96;12;20
96;19;31
96;15;22
96;10;26
96;15;21
96;17;29
96;21;27
96;15;33
96;17;0
96;12;0
96;16;39
96;13;23
96;16;0
96;13;33
96;20;19
96;16;0
96;16;19
96;16;42
96;13;28
96;15;27
96;17;31
96;22;18
96;17;21
96;17;0
96;18;35
96;23;27
96;17;23
96;24;0
96;18;0
96;15;20
96;18;7
96;16;26
96;20;0
96;16;31
96;19;20
96;15;18
96;24;28
96;23;28
96;18;20
96;18;21
96;13;21
96;18;31
96;16;29
96;17;19
96;11;24
96;18;0
96;19;31
97;11;33
97;20;30
97;15;31
97;13;29
97;18;0
97;17;0
97;17;32
97;12;33
97;18;23
97;16;21
97;14;24
97;8;19
97;15;19
97;17;31
97;18;42
97;18;35
97;13;16
97;17;0
97;19;20
97;18;23
97;16;24
97;16;21
97;16;24
97;18;39
97;14;28
97;17;0
97;15;23
97;19;18
97;17;25
97;16;32
97;18;21
97;16;42
97;16;0
97;21;18
97;15;22
97;19;31
97;21;12
97;20;31
97;18;0
97;17;23
97;13;28
97;16;27
97;17;24
97;22;28
97;19;28
97;21;38
97;15;26
97;15;28
97;13;30
97;16;18
97;15;25
97;20;0
97;13;23
97;22;17
97;13;21
97;14;42
97;19;0
97;18;19
97;22;12
97;23;37
97;22;28
97;20;23
97;20;33
97;13;22
97;14;19
97;15;0
97;16;38
97;19;25
97;17;25
97;14;32
97;21;35
97;20;27
97;15;30
97;16;17
97;16;0
97;10;0
97;16;35
97;11;20
97;18;0
97;17;35
97;18;26
97;15;31
97;14;27
97;16;38
97;16;16
97;17;29
97;15;31
97;14;25
97;19;25
97;18;23
97;18;0
97;15;28
97;12;0
97;19;17
97;19;35
97;19;31
97;14;14
97;16;39
97;13;29
97;14;28
98;20;42
98;18;28
98;15;24
98;14;30
98;16;16
98;18;0
98;17;30
98;15;18
98;19;29
98;17;27
98;21;21
98;18;31
98;19;0
98;16;23
98;17;19
98;19;15
98;16;26
98;23;0
98;17;19
98;17;19
98;17;28
98;16;32
98;16;16
98;16;25
98;18;0
98;14;0
98;23;28
98;19;0
98;13;23
98;14;0
98;13;19
98;17;36
98;20;23
98;19;0
98;18;18
98;20;25
98;15;0
98;24;35
98;21;0
98;18;37
98;16;21
98;21;22
98;16;23
98;22;21
98;21;19
98;19;16
98;21;0
98;20;28
98;19;28
98;16;25
98;16;35
98;19;0
98;15;33
98;12;17
98;20;20
98;20;22
98;17;27
98;17;20
98;14;24
98;18;23
98;16;27
98;17;13
98;17;16
98;24;16
98;11;23
98;19;0
98;21;42
98;20;16
98;18;24
98;15;25
98;19;24
98;22;16
98;18;13
98;14;35
98;18;18
98;24;25
98;15;0
98;19;29
98;15;27
98;21;0
98;21;20
98;18;24
98;18;20
98;21;23
98;19;18
98;18;26
98;16;0
98;17;14
98;19;22
98;19;24
98;18;31
98;18;21
98;20;16
98;16;34
98;16;30
98;11;17
98;22;0
98;20;22
98;14;28
98;18;17
99;11;30
99;14;29
99;17;42
99;20;17
99;12;31
99;13;22
99;19;42
99;13;0
99;15;33
99;19;42
99;20;21
99;14;20
99;21;13
99;11;19
99;20;29
99;16;24
99;12;0
99;18;0
99;22;42
99;17;21
99;20;26
99;16;42
99;16;16
99;18;29
99;18;42
99;22;27
99;16;17
99;21;26
99;20;42
99;20;28
99;16;25
99;19;42
99;23;35
99;13;27
99;22;27
99;14;42
99;21;7
99;15;31
99;18;17
99;22;27
99;24;33
99;10;27
99;19;42
99;18;28
99;13;26
99;19;20
99;16;25
99;23;23
99;21;22
99;22;21
99;20;19
99;13;42
99;14;15
99;15;35
99;18;33
99;16;42
99;15;30
99;20;0
99;16;20
99;20;25
99;16;21
99;16;13
99;20;29
99;15;24
99;15;37
99;24;20
99;13;33
99;16;0
99;18;0
99;17;25
99;20;42
99;20;30
99;15;24
99;16;20
99;15;23
99;19;20
99;17;38
99;16;15
99;14;14
99;19;28
99;14;30
99;13;26
99;17;32
99;15;24
99;18;0
99;18;42
99;17;35
99;15;39
99;17;27
99;19;42
99;18;19
99;17;20
99;18;17
99;12;28
99;20;33
99;19;0
99;14;34
99;16;17
99;15;31
99;14;24
